payment_id,invoice_id,booking_id,customer_id,payment_date,amount_pkr,payment_type,payment_method,reference_no,notes
PAY0020200,INV013580,BK014015,CU01893,2022-10-22,543374.0,Final,EasyPaisa,REF00020200,Final settlement
PAY0020201,INV013581,BK014016,CU01974,2022-08-05,115741.0,Full,Cash,REF00020201,
PAY0020202,INV013582,BK014017,CU00125,2023-10-08,7652.0,Full,Cash,REF00020202,
PAY0020203,INV013583,BK014018,CU01660,2025-01-10,18985.0,Advance,Cash,REF00020203,Advance 20%
PAY0020204,INV013583,BK014018,CU01660,2025-01-17,75942.0,Final,Cash,REF00020204,Final settlement
PAY0020205,INV013584,BK014019,CU01265,2025-04-06,25503.0,Full,JazzCash,REF00020205,
PAY0020206,INV013585,BK014020,CU00102,2023-11-18,63379.0,Full,Bank Transfer,REF00020206,
PAY0020207,INV013586,BK014021,CU00280,2026-03-15,25290.0,Full,Cash,REF00020207,
PAY0020208,INV013587,BK014022,CU01225,2024-06-07,28811.0,Full,Cash,REF00020208,
PAY0020209,INV013588,BK014023,CU01460,2025-12-08,63243.0,Advance,JazzCash,REF00020209,Advance 50%
PAY0020210,INV013588,BK014023,CU01460,2025-12-15,63243.0,Final,JazzCash,REF00020210,Final settlement
PAY0020211,INV013589,BK014024,CU01529,2024-11-14,2168.0,Full,Cash,REF00020211,
PAY0020212,INV013590,BK014025,CU00894,2023-08-09,324248.0,Full,Cash,REF00020212,
PAY0020213,INV013591,BK014027,CU01340,2025-01-20,2457.0,Advance,Cash,REF00020213,Advance 20%
PAY0020214,INV013591,BK014027,CU01340,2025-01-27,9826.0,Final,Cash,REF00020214,Final settlement
PAY0020215,INV013592,BK014028,CU00464,2022-05-04,12423.0,Advance,Bank Transfer,REF00020215,Advance 50%
PAY0020216,INV013592,BK014028,CU00464,2022-05-11,12423.0,Final,Bank Transfer,REF00020216,Final settlement
PAY0020217,INV013593,BK014029,CU00272,2022-04-04,18528.0,Advance,EasyPaisa,REF00020217,Advance 50%
PAY0020218,INV013593,BK014029,CU00272,2022-04-11,18528.0,Final,EasyPaisa,REF00020218,Final settlement
PAY0020219,INV013594,BK014030,CU00539,2025-03-08,2790.0,Advance,Bank Transfer,REF00020219,Advance 20%
PAY0020220,INV013594,BK014030,CU00539,2025-03-15,11160.0,Final,Bank Transfer,REF00020220,Final settlement
PAY0020221,INV013595,BK014031,CU01903,2025-12-26,2164.0,Advance,JazzCash,REF00020221,Advance 20%
PAY0020222,INV013595,BK014031,CU01903,2026-01-02,8658.0,Final,JazzCash,REF00020222,Final settlement
PAY0020223,INV013596,BK014032,CU01061,2026-01-20,6788.0,Advance,Cash,REF00020223,Advance 20%
PAY0020224,INV013596,BK014032,CU01061,2026-01-27,27150.0,Final,Cash,REF00020224,Final settlement
PAY0020225,INV013597,BK014033,CU01220,2026-03-15,22121.0,Advance,Bank Transfer,REF00020225,Advance 50%
PAY0020226,INV013597,BK014033,CU01220,2026-03-22,22121.0,Final,Bank Transfer,REF00020226,Final settlement
PAY0020227,INV013598,BK014034,CU00111,2026-02-07,23501.0,Full,Card (POS),REF00020227,
PAY0020228,INV013599,BK014036,CU01622,2023-07-31,45890.0,Advance,JazzCash,REF00020228,Advance 50%
PAY0020229,INV013599,BK014036,CU01622,2023-08-07,45891.0,Final,JazzCash,REF00020229,Final settlement
PAY0020230,INV013600,BK014037,CU00301,2024-03-21,8467.0,Full,Card (POS),REF00020230,
PAY0020231,INV013601,BK014038,CU00347,2024-07-20,50259.0,Full,EasyPaisa,REF00020231,
PAY0020232,INV013602,BK014039,CU01533,2025-01-13,10904.0,Advance,Cash,REF00020232,Advance 50%
PAY0020233,INV013602,BK014039,CU01533,2025-01-20,10904.0,Final,Cash,REF00020233,Final settlement
PAY0020234,INV013603,BK014040,CU00340,2022-04-11,11677.0,Advance,EasyPaisa,REF00020234,Advance 20%
PAY0020235,INV013603,BK014040,CU00340,2022-04-18,46710.0,Final,EasyPaisa,REF00020235,Final settlement
PAY0020236,INV013604,BK014041,CU01515,2023-04-15,15010.0,Advance,Cash,REF00020236,Advance 50%
PAY0020237,INV013604,BK014041,CU01515,2023-04-22,15010.0,Final,Cash,REF00020237,Final settlement
PAY0020238,INV013605,BK014042,CU00738,2022-01-16,222647.0,Full,JazzCash,REF00020238,
PAY0020239,INV013606,BK014043,CU01727,2023-08-04,44399.0,Full,Cash,REF00020239,
PAY0020240,INV013607,BK014044,CU01520,2026-02-27,9113.0,Full,Cash,REF00020240,
PAY0020241,INV013608,BK014045,CU01194,2023-01-02,33786.0,Full,Card (POS),REF00020241,
PAY0020242,INV013609,BK014046,CU00656,2026-05-03,1024.0,Advance,Bank Transfer,REF00020242,Advance 50%
PAY0020243,INV013609,BK014046,CU00656,2026-05-10,788.0,Final,Bank Transfer,REF00020243,Final settlement
PAY0020244,INV013610,BK014047,CU00397,2024-01-20,32411.0,Advance,JazzCash,REF00020244,Advance 50%
PAY0020245,INV013611,BK014048,CU00789,2023-11-09,92476.0,Full,Cash,REF00020245,
PAY0020246,INV013612,BK014049,CU00992,2025-07-06,142460.0,Full,JazzCash,REF00020246,
PAY0020247,INV013613,BK014050,CU01898,2026-04-29,3906.0,Advance,Cash,REF00020247,Advance 20%
PAY0020248,INV013613,BK014050,CU01898,2026-05-06,15626.0,Final,Cash,REF00020248,Final settlement
PAY0020249,INV013614,BK014051,CU00379,2025-08-09,4775.0,Full,Cash,REF00020249,
PAY0020250,INV013615,BK014052,CU00878,2023-12-07,2476.0,Full,Cash,REF00020250,
PAY0020251,INV013616,BK014053,CU01883,2024-02-11,97908.0,Full,Card (POS),REF00020251,
PAY0020252,INV013617,BK014054,CU01413,2023-06-30,5070.0,Advance,EasyPaisa,REF00020252,Advance 20%
PAY0020253,INV013617,BK014054,CU01413,2023-07-07,20280.0,Final,EasyPaisa,REF00020253,Final settlement
PAY0020254,INV013618,BK014055,CU00069,2025-04-02,1691.0,Advance,Card (POS),REF00020254,Advance 20%
PAY0020255,INV013618,BK014055,CU00069,2025-04-09,6764.0,Final,Card (POS),REF00020255,Final settlement
PAY0020256,INV013619,BK014056,CU01634,2026-01-05,25972.0,Full,JazzCash,REF00020256,
PAY0020257,INV013620,BK014057,CU00368,2023-06-23,43118.0,Full,EasyPaisa,REF00020257,
PAY0020258,INV013621,BK014058,CU01457,2024-10-15,14437.0,Full,Cash,REF00020258,
PAY0020259,INV013622,BK014059,CU00007,2026-06-19,25171.0,Advance,Card (POS),REF00020259,Advance 20%
PAY0020260,INV013622,BK014059,CU00007,2026-06-26,100683.0,Final,Card (POS),REF00020260,Final settlement
PAY0020261,INV013623,BK014060,CU01515,2025-08-22,15298.0,Advance,EasyPaisa,REF00020261,Advance 20%
PAY0020262,INV013623,BK014060,CU01515,2025-08-29,61193.0,Final,EasyPaisa,REF00020262,Final settlement
PAY0020263,INV013624,BK014061,CU00682,2024-10-17,11237.0,Advance,EasyPaisa,REF00020263,Advance 20%
PAY0020264,INV013624,BK014061,CU00682,2024-10-24,44949.0,Final,EasyPaisa,REF00020264,Final settlement
PAY0020265,INV013625,BK014062,CU01613,2023-04-13,13885.0,Advance,EasyPaisa,REF00020265,Advance 20%
PAY0020266,INV013625,BK014062,CU01613,2023-04-20,55539.0,Final,EasyPaisa,REF00020266,Final settlement
PAY0020267,INV013626,BK014063,CU01240,2024-11-12,19267.0,Partial,Bank Transfer,REF00020267,
PAY0020268,INV013627,BK014064,CU01900,2023-06-05,33474.0,Advance,Bank Transfer,REF00020268,Advance 50%
PAY0020269,INV013628,BK014066,CU01692,2026-01-05,9957.0,Advance,Card (POS),REF00020269,Advance 20%
PAY0020270,INV013628,BK014066,CU01692,2026-01-12,29126.0,Final,Card (POS),REF00020270,Final settlement
PAY0020271,INV013629,BK014067,CU01034,2026-06-10,57828.0,Full,Bank Transfer,REF00020271,
PAY0020272,INV013630,BK014068,CU01235,2022-03-09,4610.0,Advance,JazzCash,REF00020272,Advance 20%
PAY0020273,INV013630,BK014068,CU01235,2022-03-16,15812.0,Final,JazzCash,REF00020273,Final settlement
PAY0020274,INV013631,BK014069,CU01191,2023-09-08,10114.0,Advance,Cash,REF00020274,Advance 50%
PAY0020275,INV013631,BK014069,CU01191,2023-09-15,10115.0,Final,Cash,REF00020275,Final settlement
PAY0020276,INV013632,BK014070,CU00886,2024-02-26,7238.0,Advance,EasyPaisa,REF00020276,Advance 50%
PAY0020277,INV013632,BK014070,CU00886,2024-03-04,7238.0,Final,EasyPaisa,REF00020277,Final settlement
PAY0020278,INV013633,BK014071,CU01447,2022-04-11,4368.0,Partial,JazzCash,REF00020278,
PAY0020279,INV013634,BK014072,CU00372,2026-06-18,224087.0,Advance,Cash,REF00020279,Advance 50%
PAY0020280,INV013634,BK014072,CU00372,2026-06-25,224087.0,Final,Cash,REF00020280,Final settlement
PAY0020281,INV013635,BK014073,CU00988,2024-05-18,16041.0,Full,Bank Transfer,REF00020281,
PAY0020282,INV013636,BK014074,CU00780,2022-04-09,14895.0,Advance,EasyPaisa,REF00020282,Advance 20%
PAY0020283,INV013636,BK014074,CU00780,2022-04-16,59582.0,Final,EasyPaisa,REF00020283,Final settlement
PAY0020284,INV013637,BK014075,CU00101,2026-05-18,9360.0,Advance,Cash,REF00020284,Advance 50%
PAY0020285,INV013637,BK014075,CU00101,2026-05-25,9360.0,Final,Cash,REF00020285,Final settlement
PAY0020286,INV013638,BK014076,CU00082,2026-04-29,80414.0,Full,Cash,REF00020286,
PAY0020287,INV013639,BK014077,CU01896,2023-05-27,24295.0,Advance,JazzCash,REF00020287,Advance 20%
PAY0020288,INV013639,BK014077,CU01896,2023-06-03,97181.0,Final,JazzCash,REF00020288,Final settlement
PAY0020289,INV013640,BK014078,CU01518,2026-04-07,20470.0,Advance,JazzCash,REF00020289,Advance 20%
PAY0020290,INV013640,BK014078,CU01518,2026-04-14,81881.0,Final,JazzCash,REF00020290,Final settlement
PAY0020291,INV013641,BK014079,CU01764,2023-01-08,2586.0,Advance,JazzCash,REF00020291,Advance 20%
PAY0020292,INV013641,BK014079,CU01764,2023-01-15,10343.0,Final,JazzCash,REF00020292,Final settlement
PAY0020293,INV013642,BK014080,CU00381,2026-05-29,12292.0,Partial,Bank Transfer,REF00020293,
PAY0020294,INV013643,BK014081,CU00641,2025-06-12,21833.0,Full,JazzCash,REF00020294,
PAY0020295,INV013644,BK014082,CU00716,2024-07-20,3860.0,Full,JazzCash,REF00020295,
PAY0020296,INV013645,BK014083,CU01176,2026-06-17,55589.0,Advance,JazzCash,REF00020296,Advance 20%
PAY0020297,INV013645,BK014083,CU01176,2026-06-24,81008.0,Final,JazzCash,REF00020297,Final settlement
PAY0020298,INV013646,BK014084,CU00946,2024-08-22,231206.0,Full,JazzCash,REF00020298,
PAY0020299,INV013647,BK014085,CU01067,2023-07-07,34486.0,Advance,Cash,REF00020299,Advance 20%
PAY0020300,INV013647,BK014085,CU01067,2023-07-14,137943.0,Final,Cash,REF00020300,Final settlement
PAY0020301,INV013648,BK014087,CU01113,2026-05-22,79725.0,Full,Cash,REF00020301,
PAY0020302,INV013649,BK014088,CU01929,2025-03-09,16226.0,Full,JazzCash,REF00020302,
PAY0020303,INV013650,BK014089,CU01171,2023-01-16,124693.0,Full,Bank Transfer,REF00020303,
PAY0020304,INV013651,BK014090,CU01290,2022-08-24,16924.0,Advance,Cash,REF00020304,Advance 20%
PAY0020305,INV013651,BK014090,CU01290,2022-08-31,67696.0,Final,Cash,REF00020305,Final settlement
PAY0020306,INV013652,BK014091,CU00193,2026-04-13,15242.0,Advance,JazzCash,REF00020306,Advance 20%
PAY0020307,INV013652,BK014091,CU00193,2026-04-20,33056.0,Final,JazzCash,REF00020307,Final settlement
PAY0020308,INV013653,BK014092,CU00866,2022-09-01,6164.0,Advance,Bank Transfer,REF00020308,Advance 50%
PAY0020309,INV013653,BK014092,CU00866,2022-09-08,6163.0,Final,Bank Transfer,REF00020309,Final settlement
PAY0020310,INV013654,BK014093,CU00009,2026-04-30,11020.0,Advance,EasyPaisa,REF00020310,Advance 20%
PAY0020311,INV013654,BK014093,CU00009,2026-05-07,16408.0,Final,EasyPaisa,REF00020311,Final settlement
PAY0020312,INV013655,BK014094,CU01930,2025-10-05,12920.0,Advance,Bank Transfer,REF00020312,Advance 50%
PAY0020313,INV013655,BK014094,CU01930,2025-10-12,12919.0,Final,Bank Transfer,REF00020313,Final settlement
PAY0020314,INV013656,BK014095,CU01514,2025-06-30,43576.0,Full,Cash,REF00020314,
PAY0020315,INV013657,BK014096,CU00099,2022-06-20,54362.0,Full,JazzCash,REF00020315,
PAY0020316,INV013658,BK014097,CU00286,2025-05-27,30695.0,Full,JazzCash,REF00020316,
PAY0020317,INV013659,BK014098,CU00986,2025-06-11,45472.0,Full,Cash,REF00020317,
PAY0020318,INV013660,BK014099,CU01765,2023-09-17,85722.0,Full,JazzCash,REF00020318,
PAY0020319,INV013661,BK014100,CU01647,2026-06-22,33281.0,Advance,JazzCash,REF00020319,Advance 20%
PAY0020320,INV013661,BK014100,CU01647,2026-06-29,133124.0,Final,JazzCash,REF00020320,Final settlement
PAY0020321,INV013662,BK014101,CU00614,2025-12-11,12791.0,Full,Cash,REF00020321,
PAY0020322,INV013663,BK014102,CU01967,2022-11-18,683.0,Advance,Cash,REF00020322,Advance 20%
PAY0020323,INV013663,BK014102,CU01967,2022-11-25,2732.0,Final,Cash,REF00020323,Final settlement
PAY0020324,INV013664,BK014103,CU01720,2025-10-14,30196.0,Advance,Cash,REF00020324,Advance 50%
PAY0020325,INV013664,BK014103,CU01720,2025-10-21,30197.0,Final,Cash,REF00020325,Final settlement
PAY0020326,INV013665,BK014104,CU01905,2026-04-26,14490.0,Advance,Cash,REF00020326,Advance 20%
PAY0020327,INV013665,BK014104,CU01905,2026-05-03,33982.0,Final,Cash,REF00020327,Final settlement
PAY0020328,INV013666,BK014105,CU01110,2026-06-13,13090.0,Advance,Card (POS),REF00020328,Advance 50%
PAY0020329,INV013666,BK014105,CU01110,2026-06-20,13091.0,Final,Card (POS),REF00020329,Final settlement
PAY0020330,INV013667,BK014107,CU01192,2023-06-03,55273.0,Full,JazzCash,REF00020330,
PAY0020331,INV013668,BK014108,CU01402,2025-05-09,2686.0,Advance,Cash,REF00020331,Advance 20%
PAY0020332,INV013668,BK014108,CU01402,2025-05-16,10743.0,Final,Cash,REF00020332,Final settlement
PAY0020333,INV013669,BK014109,CU00212,2023-01-12,19158.0,Advance,Bank Transfer,REF00020333,Advance 50%
PAY0020334,INV013670,BK014110,CU00385,2023-08-08,71846.0,Full,JazzCash,REF00020334,
PAY0020335,INV013671,BK014111,CU00423,2026-06-02,8664.0,Full,JazzCash,REF00020335,
PAY0020336,INV013672,BK014112,CU00109,2025-12-17,29133.0,Full,Cash,REF00020336,
PAY0020337,INV013673,BK014113,CU00521,2022-08-01,10796.0,Full,JazzCash,REF00020337,
PAY0020338,INV013674,BK014114,CU01995,2025-12-27,17241.0,Full,Cash,REF00020338,
PAY0020339,INV013675,BK014115,CU00875,2022-09-19,10000.0,Full,Bank Transfer,REF00020339,
PAY0020340,INV013676,BK014116,CU01228,2024-09-27,49337.0,Partial,JazzCash,REF00020340,
PAY0020341,INV013677,BK014117,CU01477,2024-07-09,7835.0,Advance,Cash,REF00020341,Advance 50%
PAY0020342,INV013677,BK014117,CU01477,2024-07-16,7835.0,Final,Cash,REF00020342,Final settlement
PAY0020343,INV013678,BK014118,CU00463,2026-05-22,19456.0,Full,Bank Transfer,REF00020343,
PAY0020344,INV013679,BK014119,CU01402,2026-02-27,88631.0,Full,Cash,REF00020344,
PAY0020345,INV013680,BK014120,CU00235,2025-03-05,52771.0,Full,JazzCash,REF00020345,
PAY0020346,INV013681,BK014121,CU01119,2024-03-18,13524.0,Advance,Cash,REF00020346,Advance 50%
PAY0020347,INV013681,BK014121,CU01119,2024-03-25,13524.0,Final,Cash,REF00020347,Final settlement
PAY0020348,INV013682,BK014122,CU01722,2023-11-10,166824.0,Full,Cash,REF00020348,
PAY0020349,INV013683,BK014123,CU01899,2025-01-10,53241.0,Full,EasyPaisa,REF00020349,
PAY0020350,INV013684,BK014124,CU01232,2025-11-20,517984.0,Full,Card (POS),REF00020350,
PAY0020351,INV013685,BK014125,CU01756,2022-03-22,231347.0,Full,JazzCash,REF00020351,
PAY0020352,INV013686,BK014126,CU01445,2023-06-24,30096.0,Partial,Cash,REF00020352,
PAY0020353,INV013687,BK014127,CU01954,2024-05-28,6987.0,Full,Bank Transfer,REF00020353,
PAY0020354,INV013688,BK014128,CU01354,2026-02-07,23352.0,Full,EasyPaisa,REF00020354,
PAY0020355,INV013689,BK014129,CU00046,2023-08-11,51660.0,Advance,EasyPaisa,REF00020355,Advance 20%
PAY0020356,INV013689,BK014129,CU00046,2023-08-18,206641.0,Final,EasyPaisa,REF00020356,Final settlement
PAY0020357,INV013690,BK014130,CU00807,2022-07-21,8343.0,Full,Bank Transfer,REF00020357,
PAY0020358,INV013691,BK014131,CU01747,2022-08-26,186790.0,Full,Cash,REF00020358,
PAY0020359,INV013692,BK014132,CU01663,2023-07-18,3125.0,Advance,EasyPaisa,REF00020359,Advance 20%
PAY0020360,INV013692,BK014132,CU01663,2023-07-25,12498.0,Final,EasyPaisa,REF00020360,Final settlement
PAY0020361,INV013693,BK014133,CU00831,2023-09-29,23134.0,Advance,Cash,REF00020361,Advance 20%
PAY0020362,INV013693,BK014133,CU00831,2023-10-06,92534.0,Final,Cash,REF00020362,Final settlement
PAY0020363,INV013694,BK014134,CU01266,2024-03-14,21760.0,Advance,Bank Transfer,REF00020363,Advance 50%
PAY0020364,INV013694,BK014134,CU01266,2024-03-21,21759.0,Final,Bank Transfer,REF00020364,Final settlement
PAY0020365,INV013695,BK014135,CU00135,2022-10-29,189287.0,Full,JazzCash,REF00020365,
PAY0020366,INV013696,BK014136,CU00249,2026-03-28,37620.0,Advance,JazzCash,REF00020366,Advance 50%
PAY0020367,INV013696,BK014136,CU00249,2026-04-04,37621.0,Final,JazzCash,REF00020367,Final settlement
PAY0020368,INV013697,BK014137,CU00530,2026-01-31,11636.0,Advance,Cash,REF00020368,Advance 50%
PAY0020369,INV013697,BK014137,CU00530,2026-02-07,11635.0,Final,Cash,REF00020369,Final settlement
PAY0020370,INV013698,BK014138,CU01413,2024-01-19,20991.0,Full,EasyPaisa,REF00020370,
PAY0020371,INV013699,BK014139,CU00158,2025-03-21,19116.0,Full,EasyPaisa,REF00020371,
PAY0020372,INV013700,BK014140,CU01274,2026-06-10,182464.0,Advance,Cash,REF00020372,Advance 50%
PAY0020373,INV013700,BK014140,CU01274,2026-06-17,182465.0,Final,Cash,REF00020373,Final settlement
PAY0020374,INV013701,BK014141,CU01185,2023-02-18,36498.0,Advance,Bank Transfer,REF00020374,Advance 50%
PAY0020375,INV013701,BK014141,CU01185,2023-02-25,36497.0,Final,Bank Transfer,REF00020375,Final settlement
PAY0020376,INV013702,BK014142,CU00801,2023-08-24,36692.0,Advance,JazzCash,REF00020376,Advance 50%
PAY0020377,INV013702,BK014142,CU00801,2023-08-31,36692.0,Final,JazzCash,REF00020377,Final settlement
PAY0020378,INV013703,BK014143,CU01025,2023-02-27,7926.0,Advance,Cash,REF00020378,Advance 20%
PAY0020379,INV013703,BK014143,CU01025,2023-03-06,31703.0,Final,Cash,REF00020379,Final settlement
PAY0020380,INV013704,BK014144,CU00465,2026-02-20,11939.0,Full,Cash,REF00020380,
PAY0020381,INV013705,BK014145,CU01422,2023-12-05,9381.0,Full,JazzCash,REF00020381,
PAY0020382,INV013706,BK014146,CU00814,2023-02-12,42079.0,Full,JazzCash,REF00020382,
PAY0020383,INV013707,BK014147,CU00203,2025-11-21,20625.0,Advance,JazzCash,REF00020383,Advance 20%
PAY0020384,INV013707,BK014147,CU00203,2025-11-28,82500.0,Final,JazzCash,REF00020384,Final settlement
PAY0020385,INV013708,BK014148,CU00871,2024-09-11,13884.0,Full,Cash,REF00020385,
PAY0020386,INV013709,BK014149,CU01578,2025-06-22,52149.0,Full,JazzCash,REF00020386,
PAY0020387,INV013710,BK014150,CU01279,2026-01-07,5667.0,Advance,Cash,REF00020387,Advance 20%
PAY0020388,INV013710,BK014150,CU01279,2026-01-14,22670.0,Final,Cash,REF00020388,Final settlement
PAY0020389,INV013711,BK014151,CU00450,2024-01-08,2082.0,Advance,Cash,REF00020389,Advance 20%
PAY0020390,INV013711,BK014151,CU00450,2024-01-15,8327.0,Final,Cash,REF00020390,Final settlement
PAY0020391,INV013712,BK014152,CU00140,2025-06-25,9014.0,Advance,Bank Transfer,REF00020391,Advance 20%
PAY0020392,INV013712,BK014152,CU00140,2025-07-02,36054.0,Final,Bank Transfer,REF00020392,Final settlement
PAY0020393,INV013713,BK014153,CU00246,2023-10-12,47750.0,Full,Card (POS),REF00020393,
PAY0020394,INV013714,BK014154,CU01121,2024-01-22,16743.0,Full,Cash,REF00020394,
PAY0020395,INV013715,BK014155,CU01340,2024-12-17,29003.0,Full,Card (POS),REF00020395,
PAY0020396,INV013716,BK014156,CU01241,2025-01-18,7572.0,Full,EasyPaisa,REF00020396,
PAY0020397,INV013717,BK014157,CU00850,2025-06-15,40906.0,Advance,Cash,REF00020397,Advance 50%
PAY0020398,INV013717,BK014157,CU00850,2025-06-22,40905.0,Final,Cash,REF00020398,Final settlement
PAY0020399,INV013718,BK014158,CU01630,2023-06-20,15415.0,Full,Bank Transfer,REF00020399,
PAY0020400,INV013719,BK014159,CU00656,2026-01-11,17768.0,Full,Cash,REF00020400,
PAY0020401,INV013720,BK014160,CU00057,2026-05-17,19488.0,Full,Bank Transfer,REF00020401,
PAY0020402,INV013721,BK014161,CU01482,2022-07-11,20217.0,Full,Bank Transfer,REF00020402,
PAY0020403,INV013722,BK014162,CU00630,2022-01-19,1487.0,Advance,Cash,REF00020403,Advance 20%
PAY0020404,INV013722,BK014162,CU00630,2022-01-26,5947.0,Final,Cash,REF00020404,Final settlement
PAY0020405,INV013723,BK014163,CU00683,2025-04-28,49397.0,Full,JazzCash,REF00020405,
PAY0020406,INV013724,BK014164,CU01008,2024-08-02,14813.0,Advance,Cash,REF00020406,Advance 50%
PAY0020407,INV013724,BK014164,CU01008,2024-08-09,14813.0,Final,Cash,REF00020407,Final settlement
PAY0020408,INV013725,BK014165,CU00895,2022-09-17,23465.0,Advance,Bank Transfer,REF00020408,Advance 50%
PAY0020409,INV013725,BK014165,CU00895,2022-09-24,23465.0,Final,Bank Transfer,REF00020409,Final settlement
PAY0020410,INV013726,BK014166,CU01486,2024-05-07,20042.0,Full,Cash,REF00020410,
PAY0020411,INV013727,BK014167,CU00978,2023-06-25,140123.0,Full,Cash,REF00020411,
PAY0020412,INV013728,BK014168,CU01738,2025-01-02,11131.0,Advance,EasyPaisa,REF00020412,Advance 20%
PAY0020413,INV013728,BK014168,CU01738,2025-01-09,44525.0,Final,EasyPaisa,REF00020413,Final settlement
PAY0020414,INV013729,BK014169,CU00728,2023-07-14,12574.0,Full,Cash,REF00020414,
PAY0020415,INV013730,BK014170,CU00427,2026-01-12,137729.0,Full,EasyPaisa,REF00020415,
PAY0020416,INV013731,BK014171,CU00850,2026-02-11,9596.0,Advance,Cash,REF00020416,Advance 20%
PAY0020417,INV013731,BK014171,CU00850,2026-02-18,16573.0,Final,Cash,REF00020417,Final settlement
